comentario,Valor,nombreAspecto
recomendaría que dieran mayor facilidad en el ingreso de la biblioteca,Negativo,Experiencia Académica
"el mayor prestigio y la mejor plana docente , los servicios prestados son excelentes , ademas que upn es sinonimo de oportunidades y excelencia académica.",Positivo,Experiencia Académica
"enseñanza de software,  para el desarrollo de trabajo y mejora presentacion de estos",Positivo,Experiencia Académica
la enseñanza es optima y el ambiente de trabajo es muy comodo,Positivo,Experiencia Académica
"sus excelentes profesores, los cursos que aqui se dictan, las facilidades que le dan a sus alumnos, sus intercambios internacionales y la gran acogida que existe en esta casa de estudios.",Positivo,Experiencia Académica
"su biblioteca actualizada, profesores capacitados y exigentes, realizan conferecias gratuitas de temas de interes",Positivo,Experiencia Académica
en implementar un sistema educativo basado en la adquisicion de competencias,Negativo,Experiencia Académica
implementar más talleres relacionados al periodismo,Negativo,Experiencia Académica
en como se manejan las horas de clase y los cursos que dictan,Negativo,Experiencia Académica
"puede mejorar por ejemplo: no tiene carnet de medio pasaje,ser un poco más exigentes en cuanto al tema de estudios y al realizar alguna actividad.",Negativo,Experiencia Académica
"falta de espacio, horarios",Negativo,Experiencia Académica
"la calidad de educacion, y la atencion que te dan en todos los servicios",Positivo,Experiencia Académica
en las oportunidades de intercambios estudiantiles.  computadoras más actualizadas.  profesores con experiencia en el ámbito académico.,Negativo,Experiencia Académica
su buena calidad de enseñanza,Positivo,Experiencia Académica
que traigan mejores instrumentos para los laboratorios de ciencia,Negativo,Experiencia Académica
"sobre la enseñanza que dan y la exigencia que nos hace mas responsables y capaces para actuar en cualquier cosa, problema o circunstancia.",Positivo,Experiencia Académica
"en poner una regla de restringir el estacionamiento de autos con alarma sensible cerca de las aulas, pues siempre que los topan o pasa un auto, estos suenan e interrumpen las clases",Negativo,Percepción General
"la calidad de su enseñanza, la ultima tecnologia , su infraestructura y la malla curricular de las carreras asimismo hay un trato muy cordial entre todos.",Positivo,Experiencia Académica
"el trato directo de los docentes, las respuestas y soluciones que brindan, tanto los docentes como los que laboran en la universidad.  la exigencia en cuanto a la puntualidad, responsabilidad y compromiso de cada alumno.",Positivo,Experiencia Académica
calidad de los profesores y exigencia academica,Positivo,Experiencia Académica
asignando oprtunamente los laboratorios de cómputo y mantenimiento de computadoras son virus,Negativo,Experiencia Académica
"su buena infraestructura , la calidad de sus docentes y los pocos alumnos en aula para que todos puedan avanzar en un mismo nivel .",Positivo,Experiencia Académica
flexibilidad en pagos,Negativo,Percepción General
"el cambio de nuestro logro de la universidad ya que  todos  veian y lo señalaban como buena universidad pero tenian que hacer una encuesta, algo para que todos esten felices con el cambio.",Negativo,Percepción General
en la seguridad que brinda a los alumnos fuera del campus y en aumentar la cantidad de libros de biblioteca.,Negativo,Percepción General
su calidad.  sus docentes.  su biblioteca.,Positivo,Experiencia Académica
"seriedad en sus acctivdades academicas.  limpieza de en buen nivel de todo el campus.  amabilidad del personal que labora en el campus.  informacion disponible en sus diversas fuente dentro del campus.  equipos de ultima tecnologia.  ultimamente, carreras acreditadas.",Positivo,Percepción General
"que tienen una amplia gama  de exigencia,la puntualidad en cuanto al inicio de clases,entre otras cosillas interesantes.",Positivo,Percepción General
"los docentes están capacitados y son exigentes con las tareas encomendadas.  la infraestructura es adecuada para una buena educacion.  los talleres que brindan (deporte, arte).",Positivo,Experiencia Académica
recomiendo que se agregaran mas carreras profesionales,Negativo,Percepción General
"en el campus, deberia haber mas zonas donde los estudiantes se puedan reunir",Negativo,Percepción General
"que estudien en esta universidad ya que pertenece a la red laureate y es un gran beneficio que nos brinda poder estudiar en otros paises, asi como tambien cuenta con un seleccion de docentes capases de enriquecernos con los conocimientos necesarios en el ecual nos vamos a desempeñar como profesionales",Positivo,Experiencia Académica
"la buena plana docente, la exigencia académica y la posibilidad de extender tus metas.",Positivo,Experiencia Académica
"la enseñanza es buena, docentes capacitados",Positivo,Experiencia Académica
en su tecnologia,Negativo,Experiencia Académica
por el prestigio que la universidad tiene es mas accecible a ingresar a un puesto de trabajo,Positivo,Percepción General
"mejor tecnologia, mas seguridad en la zona y profesor mas actualzados en los cursos",Negativo,Experiencia Académica
"continuar con la politica y gestion que actualemente realiza, se not que hay personas tras que se esfuerzan por seguir dando lo mejor. una oportunidad de mejora seria que se retome los horarios a partir de las 7:00 pm ya que muchos trabajamos y aveces tenesmo",Negativo,Experiencia Académica
"la calidad de docentes deberia mejorar; hay profesores que no manejan el metodo de enseñanaza de la universidad (creo es el metodo idea) a diferencia de muy pocos que si lo hacen, hay unos que son totalmente improvisados y creen que copiando o recopilando informacion de internet y atacando al alumno con todas las diapositvas llenas de texto creen que el alumno aprendera y captara lo que tratan de transmitir y es mas no tienen una rubrica de calificacion de notas y trabajos  muchos no toman en cuenta el esfuerzo del alumno a lo largo de cada fase de t's sino solo toman en cuenta si el alumno se presento a rendir esta sin importar si falto a las clases anteriores o ni presento tareas previas; no me parece justo. deberian hacer mayor seguimiento a su metodologia de enseñanaza ya que en algunos no es la adecuada y eso se refleja en las encuestas realizadas, tomenles mayor atencion.  por otra parte deberian mejorar los serivicos higienicos incrementar el personal para mantener la buena higiene de estos.  los laboratorios deben mejorar.",Negativo,Experiencia Académica
supervision en aulas ocacionalmente y informacion importante ponerla mas al alcance de los beneficiados.,Negativo,Experiencia Académica
reduccion de costos de pension,Negativo,Percepción General
la calidad de la plana docente.,Positivo,Experiencia Académica
"que el aula virtual mejore, actualizando de manera rápida y precisa los archivos que cuelgan los profesores.",Negativo,Experiencia Académica
"es una universidad muy exigente, la mayoria de sus profesores son buenos en el ámbito académico, es una universidad que motiva a ser competitivos.",Positivo,Experiencia Académica
"que es una buena universidad,excelente calidad en enseñanza.",Positivo,Experiencia Académica
"su nivel académico es muy bueno, ese seria mi motivo.",Positivo,Experiencia Académica
que  siga  asi  con sus  enseñansas muy buenas y  avansadas y seguir  con  la  misma exiguencia   que  nos  brinda.,Positivo,Experiencia Académica
"que es una universidad de gran prestigio que brinda oportunidades y demuestra  una enseñanza de calidad!!!!!!,,,,",Positivo,Experiencia Académica
"que es muy buena universidad en su exigencia académica y tiene una moderna infraestructura, y tiene convenios con universidades de distintos paises del mundo.",Positivo,Experiencia Académica
las carreras de ingeniería sin duda son bien exigentes sobre todo ing civil  mi carrera,Positivo,Experiencia Académica
el cumplimiento de sus actividades académicas y sus laboratorios,Positivo,Experiencia Académica
tener una biblioteca mas grande,Negativo,Experiencia Académica
tiene una infraestructura moderna y elegante. además tienes excelentes docentes con mucha experiencia  laboral y en la enseñanza,Positivo,Experiencia Académica
"es una buena universidad, sus profesores son excelentes",Positivo,Experiencia Académica
que es una universidad de prestigio,Positivo,Percepción General
"a su buena infraestructura, sus oportunidades laborales que te puede brindar, y su buen plan de estudios.",Positivo,Experiencia Académica
"que es una de las universidades con mayor campo laboral, profesores capacitados al 100%, y con una gran enseñanza que brinda para el futuro profesional.",Positivo,Experiencia Académica
enfocarse un poco mas en las carreras nuevas,Negativo,Experiencia Académica
muy corta duracion de clases o falta de enseñanza mejorada,Negativo,Experiencia Académica
"su calidad de enseñanza, con profesores internacionales e nacionales.",Positivo,Experiencia Académica
nivel de enseñanza; profesores poco calificados; bajo nivel de servicio al cliente por parte del personal administrativo y dd servicio.,Positivo,Percepción General
"exigencia de mayor uso de bibliografia previa a las clases, videos previos a la clase sobre la teoria del tema, practicas con mayor nivel",Positivo,Experiencia Académica
